9.00069 9.99206 0.0977269 -1.12306 0.798083 9.17145
9.02069 9.99212 0.0965745 -1.10263 0.793944 9.06479
9.04068 9.99221 0.0937218 -1.08027 0.764147 8.80779
9.06065 9.99231 0.0892517 -1.056 0.710525 8.40671
9.08061 9.99242 0.0832902 -1.02989 0.636538 7.87086
9.10056 9.99255 0.0760029 -1.00204 0.547053 7.2125
9.12051 9.9927 0.0675891 -0.972572 0.448011 6.44664
9.14044 9.99286 0.058276 -0.941627 0.346009 5.59083
9.16037 9.99304 0.0483097 -0.909379 0.24781 4.66476
9.18029 9.99323 0.0379473 -0.876019 0.159835 3.68982
9.20021 9.99343 0.0274476 -0.841758 0.0876665 2.68854
9.22013 9.99364 0.017062 -0.806819 0.03561 1.68391
9.24006 9.99386 0.00702574 -0.771439 0.00636324 0.698695
9.25998 9.99408 -0.00244924 -0.735859 0.000816817 -0.245408
9.27991 9.99432 -0.0111812 -0.700327 0.0180172 -1.1285
9.29984 9.99455 -0.019023 -0.665086 0.055295 -1.93323
9.31979 9.99479 -0.0258658 -0.63038 0.108548 -2.64544
9.33974 9.99502 -0.0316395 -0.596441 0.172648 -3.2546
9.35969 9.99525 -0.0363128 -0.563489 0.241928 -3.75415
9.37966 9.99548 -0.0398901 -0.531732 0.310691 -4.1415
9.39964 9.9957 -0.042408 -0.501356 0.373694 -4.41788
9.41962 9.99591 -0.0439299 -0.472526 0.426537 -4.58799
9.43961 9.99611 -0.0445398 -0.445384 0.46595 -4.65935
9.45961 9.9963 -0.0443356 -0.420044 0.489924 -4.64163
9.47961 9.99648 -0.0434228 -0.396592 0.497724 -4.54584
9.49963 9.99665 -0.0419076 -0.375084 0.489772 -4.38359
9.51964 9.99679 -0.0398918 -0.355545 0.467455 -4.16631
9.53966 9.99693 -0.0374683 -0.337971 0.432881 -3.90466
9.55968 9.99705 -0.0347179 -0.322323 0.388638 -3.60813
9.57971 9.99716 -0.0317078 -0.308535 0.337567 -3.28472
9.59974 9.99725 -0.0284912 -0.29651 0.282586 -2.94089
9.61977 9.99733 -0.0251088 -0.286122 0.226557 -2.58168
9.6398 9.99739 -0.0215916 -0.277221 0.1722 -2.21093
9.65983 9.99745 -0.0179635 -0.269632 0.122028 -1.83164
9.67986 9.99749 -0.0142463 -0.26316 0.0783015 -1.4464
9.6999 9.99753 -0.0104632 -0.257592 0.0429673 -1.0578
9.71994 9.99757 -0.00664325 -0.2527 0.0175831 -0.668837
9.73997 9.9976 -0.00282427 -0.248245 0.00322217 -0.283219
9.76001 9.99763 0.000944636 -0.243982 0.000365406 0.0943776
9.78004 9.99766 0.00460213 -0.239662 0.00879937 0.458238
9.80008 9.9977 0.00807517 -0.235037 0.0275419 0.801639
9.82011 9.99774 0.011281 -0.229865 0.0548197 1.11703
9.84014 9.99779 0.0141306 -0.223911 0.0881189 1.39632
9.86016 9.99785 0.0165336 -0.216952 0.12432 1.63132
9.88018 9.99793 0.0184041 -0.208782 0.159921 1.81419
9.9002 9.99802 0.0196669 -0.199214 0.191328 1.93805
9.9202 9.99813 0.020264 -0.188084 0.215204 1.99745
9.9402 9.99825 0.0201611 -0.175249 0.228823 1.98903
9.96019 9.9984 0.0193524 -0.160598 0.230391 1.91193
9.98018 9.99856 0.0178646 -0.144045 0.219304 1.76828
10.0002 9.99874 0.0157594 -0.125536 0.196272 1.56347
10.0201 9.99895 0.0131333 -0.105047 0.163316 1.30629
10.0401 9.99917 0.0101159 -0.0825867 0.123581 1.00892
10.0601 9.99942 0.00686563 -0.0581928 0.0810078 0.68662
10.08 9.99968 0.00356333 -0.0319355 0.0398658 0.357288
10.1 9.99996 0.000404685 -0.00391385 0.00420521 0.0406701
10.12 10.0003 -0.00240932 0.0257452 -0.0227014 -0.24258
10.14 10.0006 -0.00468243 0.0568886 -0.038853 -0.472041
10.1599 10.0009 -0.00623348 0.0893402 -0.04387 -0.62876
10.1799 10.0012 -0.00690642 0.122903 -0.0391383 -0.696484
10.1999 10.0015 -0.00657934 0.157362 -0.0277116 -0.662793
10.2199 10.0019 -0.00517198 0.192488 -0.0139723 -0.520014
10.24 10.0022 -0.00265131 0.228044 -0.00309067 -0.265834
10.26 10.0026 0.000965322 0.263781 -0.000352938 0.0964428
10.2801 10.0029 0.00560944 0.299453 -0.0104531 0.558027
10.3001 10.0032 0.0111634 0.334811 -0.0368478 1.10513
10.3202 10.0035 0.0174648 0.369612 -0.081262 1.71977
10.3402 10.0038 0.0243133 0.403624 -0.14341 2.38075
10.3603 10.0041 0.0314787 0.436625 -0.220961 3.06484
10.3804 10.0044 0.0387116 0.46841 -0.309745 3.74791
10.4004 10.0046 0.0457539 0.498795 -0.40416 4.40603
